id,date,logged_at,environment,account_id,account_name,symbol,strategy,contracts,long_put,short_put,short_call,long_call,wing_width,entry_time,exit_time,outcome,entry_order_id,exit_order_id,entry_credit,bs_credit,exit_cost,gross_pnl,commission,net_pnl,cumulative_pnl,vix_sigma,spy_price_entry,notes
1,2026-06-05,2026-06-05T13:19:16.361931+00:00,,,,SPY,Iron Condor 0DTE,1,725.0,730,806,811.0,5.0,09:18:49 ET,09:19:16 ET,profit_target,TXN_20260605_091849,CLOSE_20260605_091849,2.276389014916169,2.322845933587928,2.0441044215573765,23.228459335879272,2.8,20.42845933587927,,0.15939999580383302,757.0499877929688,"Real trade: 10% profit target hit in 25s. Entry $227.64, Exit $204.41"
2,2026-06-05,2026-06-05T14:18:29.800834+00:00,,,,SPY,Iron Condor 0DTE,1,717.0,722,800,805.0,5.0,10:13:17 ET,10:18:29 ET,profit_target,ERROR_20260605_101315,NOT_PLACED,2.2850127531153883,2.331645666444274,2.4645204585893623,-17.950770547397397,2.8,-20.750770547397398,,0.16540000915527345,749.5700073242188,"Real live trade: 10% target. Entry $228.50, Exit $246.45"
3,2026-06-05,2026-06-05T14:42:50.813260+00:00,,,,SPY,Iron Condor 0DTE,1,719.0,724,800,805.0,5.0,10:37:40 ET,10:42:50 ET,profit_target,131641275,NOT_PLACED,0.02,2.35477252370427,2.418004128520437,-239.80041285204368,2.8,-242.6004128520437,,0.16290000915527345,750.5925903320312,"Real live trade: 10% target. Entry $2.00, Exit $241.80"
4,2026-06-05,2026-06-05T14:47:17.255061+00:00,,,,SPY,Iron Condor 0DTE,1,717.0,722,800,805.0,5.0,10:42:06 ET,10:47:17 ET,profit_target,131645094,NOT_PLACED,0.2,2.3264986330571276,2.3728366419736346,-217.28366419736344,2.8,-220.08366419736345,,0.16510000228881835,749.9600219726562,"Real live trade: 10% target. Entry $20.00, Exit $237.28"
5,2026-06-05,2026-06-05T14:58:58.075304+00:00,,,,SPY,Iron Condor 0DTE,1,717.0,722,798,803.0,5.0,10:53:47 ET,10:58:58 ET,profit_target,,NOT_PLACED,2.2930010601654804,2.3397970001688577,2.345721945355365,-5.272088518988438,2.8,-8.072088518988437,,0.16239999771118163,749.489990234375,"Real live trade: 10% target. Entry $229.30, Exit $234.57"
6,2026-06-05,2026-06-05T20:00:14.514149+00:00,,,,SPY,Iron Condor 0DTE,,,,,,,,,skipped_attempt_0,,,,,,,,,,,,Entry window passed with no trade attempt (market or data issue)
